Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
99,4203466138,kelvinnesbitjr1986,0,343.25,C Victor Wembanyama F Jalen Johnson G Payton Pritchard PF Patrick Baldwin Jr. PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Richaun Holmes,,Sidy Cissoko,SF,0.01%,0
99,4203541314,gregdapy (8/8),0,343.25,C Victor Wembanyama F Sam Hauser G Devin Vassell PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Jordan Poole UTIL Oshae Brissett,,Admiral Schofield,UTIL,0.01%,1.25
99,4203664705,HEADBUSSA32 (3/20),0,343.25,C Al Horford F Patrick Baldwin Jr. G Dejounte Murray PF Jalen Johnson PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Victor Wembanyama,,Caleb Houstan,F,0.01%,3.5
99,4203664712,HEADBUSSA32 (10/20),0,343.25,C Victor Wembanyama F Jalen Johnson G Dejounte Murray PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Al Horford,,Tristan Vukcevic,C,0.01%,0
99,4203725825,EggmansFinest (19/20),0,343.25,C Richaun Holmes F Jalen Johnson G Payton Pritchard PF Patrick Baldwin Jr. PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Victor Wembanyama,,Trevelin Queen,PG,0.01%,0
99,4203779545,mgz32 (4/6),0,343.25,C Xavier Tillman F Sam Hauser G Cam Thomas PF Moritz Wagner PG Payton Pritchard SF Jayson Tatum SG Jordan Poole UTIL Victor Wembanyama,,,
99,4203856062,FunkyKong (15/20),0,343.25,C Richaun Holmes F Jalen Johnson G Jordan Poole PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Victor Wembanyama,,,
99,4203909731,yungamctheking (11/20),0,343.25,C Richaun Holmes F Jalen Johnson G Jordan Poole PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Victor Wembanyama,,,
99,4203982184,Latman7 (10/20),0,343.25,C Victor Wembanyama F Oshae Brissett G Payton Pritchard PF Patrick Baldwin Jr. PG Jordan Poole SF Sam Hauser SG Devin Vassell UTIL Jayson Tatum,,,
112,4203380940,jhenley723 (3/5),0,343,C Victor Wembanyama F Jayson Tatum G Justin Champagnie PF Patrick Baldwin Jr. PG Dennis Schroder SF Sam Hauser SG Jordan Poole UTIL Keldon Johnson,,,
113,4203207688,kkatamneni0628 (7/20),0,342.75,C Victor Wembanyama F Sam Hauser G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Cam Thomas,,,
113,4203405012,Fifthace,0,342.75,C Victor Wembanyama F Sam Hauser G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Cam Thomas,,,
113,4203456434,davidvanrheenen (7/20),0,342.75,C Victor Wembanyama F Sam Hauser G Payton Pritchard PF Patrick Baldwin Jr. PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Cam Thomas,,,
113,4203460012,Kingvisions,0,342.75,C Victor Wembanyama F Sam Hauser G Payton Pritchard PF Patrick Baldwin Jr. PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Cam Thomas,,,
113,4203468936,daily_work (4/10),0,342.75,C Victor Wembanyama F Sam Hauser G Payton Pritchard PF Patrick Baldwin Jr. PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Cam Thomas,,,
113,4203471026,alexk14 (3/4),0,342.75,C Victor Wembanyama F Jayson Tatum G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Cam Thomas,,,
113,4203507319,SlaycitySlayers (1/4),0,342.75,C Victor Wembanyama F Jayson Tatum G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Cam Thomas,,,
113,4203610637,kcdill1 (1/20),0,342.75,C Victor Wembanyama F Jayson Tatum G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Cam Thomas,,,
113,4203615684,cubzfan747 (4/20),0,342.75,C Victor Wembanyama F Jayson Tatum G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Cam Thomas,,,
113,4203757172,Da_Banditz (2/2),0,342.75,C Victor Wembanyama F Jayson Tatum G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Cam Thomas,,,
113,4203813333,rooneytoons (11/13),0,342.75,C Victor Wembanyama F Jayson Tatum G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Cam Thomas,,,
113,4203813390,joeyfreddy (4/20),0,342.75,C Victor Wembanyama F Jayson Tatum G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Cam Thomas,,,
113,4203909740,yungamctheking (20/20),0,342.75,C Victor Wembanyama F Jayson Tatum G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Cam Thomas,,,
113,4203910581,bgup78 (2/20),0,342.75,C Victor Wembanyama F Jayson Tatum G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Cam Thomas,,,
113,4203962983,Doubleg47 (9/10),0,342.75,C Victor Wembanyama F Jayson Tatum G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Cam Thomas,,,
113,4203984225,jsanders61 (6/20),0,342.75,C Victor Wembanyama F Jayson Tatum G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Cam Thomas,,,
129,4203280588,jerell1989 (7/20),0,342.5,C Victor Wembanyama F Jalen Johnson G Cam Thomas PF Oshae Brissett PG Devin Vassell SF Sam Hauser SG Justin Champagnie UTIL Nic Claxton,,,
129,4203937099,williewalls (1/4),0,342.5,C Clint Capela F Patrick Baldwin Jr. G Paul George PF Jayson Tatum PG Jordan Poole SF Sam Hauser SG Justin Champagnie UTIL Jalen Johnson,,,
129,4203955344,meholol (8/20),0,342.5,C Jontay Porter F Paolo Banchero G Devin Vassell PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Jordan Poole UTIL Victor Wembanyama,,,
132,4203684975,hittinmiddle (3/7),0,342.25,C Nic Claxton F Patrick Baldwin Jr. G Paul George PF Kawhi Leonard PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Victor Wembanyama,,,
133,4203207690,kkatamneni0628 (9/20),0,342,C Victor Wembanyama F Sam Hauser G Jared Butler PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Dejounte Murray,,,
133,4203440681,zackod868 (13/15),0,342,C Victor Wembanyama F Jalen Johnson G Justin Champagnie PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Cam Thomas UTIL Jontay Porter,,,
133,4203897923,Xaque (9/20),0,342,C Victor Wembanyama F Jayson Tatum G Payton Pritchard PF Patrick Baldwin Jr. PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Dejounte Murray,,,
133,4203922264,blough1992 (11/20),0,342,C Victor Wembanyama F Jayson Tatum G Payton Pritchard PF Patrick Baldwin Jr. PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Dejounte Murray,,,
133,4203925812,WestcoastGenerals (1/2),0,342,C Victor Wembanyama F Jayson Tatum G Payton Pritchard PF Patrick Baldwin Jr. PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Dejounte Murray,,,
133,4203945916,Airborntrey (18/20),0,342,C Victor Wembanyama F Patrick Baldwin Jr. G Jared Butler PF Jayson Tatum PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Dejounte Murray,,,
133,4203975388,HubeiHammer (16/20),0,342,C Kelly Olynyk F Jalen Johnson G Justin Champagnie PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Sam Hauser UTIL Victor Wembanyama,,,
140,4203497785,GoMaizeGoBlue (4/20),0,341.75,C Victor Wembanyama F Patrick Baldwin Jr. G Jordan Poole PF Oshae Brissett PG Payton Pritchard SF Franz Wagner SG Sam Hauser UTIL Jayson Tatum,,,
140,4203789624,webthekid (10/20),0,341.75,C Victor Wembanyama F Franz Wagner G Jordan Poole PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Sam Hauser UTIL Patrick Baldwin Jr.,,,
140,4203989951,RiseAboveTheRest (6/20),0,341.75,C Victor Wembanyama F Jayson Tatum G Cam Thomas PF Oshae Brissett PG Jordan Poole SF Sam Hauser SG Justin Champagnie UTIL Keldon Johnson,,,
140,4204000083,byrnemichael21 (16/20),0,341.75,C Victor Wembanyama F Oshae Brissett G Sam Hauser PF Jayson Tatum PG Payton Pritchard SF Franz Wagner SG Jordan Poole UTIL Patrick Baldwin Jr.,,,
144,4203345909,G0cavs10 (2/2),0,341.5,C Victor Wembanyama F Patrick Baldwin Jr. G Sam Hauser PF Jayson Tatum PG Payton Pritchard SF Ochai Agbaji SG Justin Champagnie UTIL Dejounte Murray,,,
144,4203563152,teamalexander,0,341.5,C Jalen Johnson F Jayson Tatum G Jordan Poole PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Dejounte Murray,,,
144,4203711752,chicksdigthewongball (13/20),0,341.5,C Victor Wembanyama F Patrick Baldwin Jr. G Cam Thomas PF Eugene Omoruyi PG Payton Pritchard SF Sam Hauser SG Jordan Poole UTIL Jayson Tatum,,,
147,4203157758,Frrststhl (4/20),0,341.25,C Richaun Holmes F Jalen Johnson G Sam Hauser PF Moritz Wagner PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Victor Wembanyama,,,
147,4203655720,JonnyRank (10/20),0,341.25,C Victor Wembanyama F Paolo Banchero G Payton Pritchard PF Moritz Wagner PG Jared Butler SF Paul George SG Justin Champagnie UTIL Jalen Johnson,,,
147,4203725771,KMasonbx (14/20),0,341.25,C Richaun Holmes F Paolo Banchero G Payton Pritchard PF Moritz Wagner PG Jordan Poole SF Sam Hauser SG Cam Thomas UTIL Victor Wembanyama,,,
147,4203982176,Latman7 (2/20),0,341.25,C Richaun Holmes F Jalen Johnson G Justin Champagnie PF Moritz Wagner PG Jordan Poole SF Jayson Tatum SG Sam Hauser UTIL Victor Wembanyama,,,
147,4204024843,turftoeterrors (6/10),0,341.25,C Nic Claxton F Jayson Tatum G Payton Pritchard PF Moritz Wagner PG Jared Butler SF Sam Hauser SG Jordan Poole UTIL Victor Wembanyama,,,
152,4204001042,AbeyBaby88 (2/5),0,341,C Victor Wembanyama F Franz Wagner G Jordan Poole PF Oshae Brissett PG Payton Pritchard SF De'Andre Hunter SG Sam Hauser UTIL Jalen Johnson,,,
153,4203349067,niquisition (19/19),0,340.75,C Victor Wembanyama F Jayson Tatum G Jared Butler PF Patrick Baldwin Jr. PG Jordan Poole SF Sam Hauser SG Justin Champagnie UTIL Paul George,,,
153,4203371659,D_chav (3/20),0,340.75,C Victor Wembanyama F Sam Hauser G Jared Butler PF Patrick Baldwin Jr. PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Paul George,,,
153,4203422890,DoubleX2Dave (13/20),0,340.75,C Victor Wembanyama F Sam Hauser G Justin Champagnie PF Patrick Baldwin Jr. PG Jared Butler SF Jayson Tatum SG Jordan Poole UTIL Paul George,,,
153,4203512142,dr_jpop (7/20),0,340.75,C Victor Wembanyama F Jayson Tatum G Justin Champagnie PF Patrick Baldwin Jr. PG Jared Butler SF Sam Hauser SG Jordan Poole UTIL Paul George,,,
153,4203555299,MarkL1981 (5/5),0,340.75,C Victor Wembanyama F Sam Hauser G Jared Butler PF Patrick Baldwin Jr. PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Paul George,,,
153,4203567277,ashton_coats91 (7/20),0,340.75,C Victor Wembanyama F Patrick Baldwin Jr. G Jordan Poole PF Jayson Tatum PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Paul George,,,
153,4203621707,marcfortunato5 (16/20),0,340.75,C Victor Wembanyama F Jayson Tatum G Jordan Poole PF Patrick Baldwin Jr. PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Paul George,,,
153,4203860710,guitar247 (9/20),0,340.75,C Victor Wembanyama F Patrick Baldwin Jr. G Jordan Poole PF Jayson Tatum PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Paul George,,,
153,4203897918,Xaque (4/20),0,340.75,C Victor Wembanyama F Jayson Tatum G Jordan Poole PF Patrick Baldwin Jr. PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Paul George,,,
153,4203908227,B-Ran14 (6/20),0,340.75,C Victor Wembanyama F Jayson Tatum G Justin Champagnie PF Patrick Baldwin Jr. PG Jared Butler SF Sam Hauser SG Jordan Poole UTIL Paul George,,,
153,4203972440,AltonBurns (10/20),0,340.75,C Victor Wembanyama F Sam Hauser G Jordan Poole PF Patrick Baldwin Jr. PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Paul George,,,
153,4203990205,jakewia (2/2),0,340.75,C Nic Claxton F Jalen Johnson G Cam Thomas PF Corey Kispert PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Victor Wembanyama,,,
153,4204010812,fballjunkiee (7/20),0,340.75,C Victor Wembanyama F Patrick Baldwin Jr. G Jared Butler PF Jayson Tatum PG Jordan Poole SF Sam Hauser SG Justin Champagnie UTIL Paul George,,,
166,4203529847,boxermel31,0,340.5,C Moritz Wagner F Paolo Banchero G Paul George PF Jayson Tatum PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Cam Thomas,,,
166,4203921827,eddiesteinfeld,0,340.5,C Victor Wembanyama F De'Andre Hunter G Justin Champagnie PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Sam Hauser UTIL Paul George,,,
168,4203372357,PMCakaPrimeMC (11/20),0,340.25,C Victor Wembanyama F Oshae Brissett G Paul George PF Jayson Tatum PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Jeremy Sochan,,,
168,4203597853,mscroggs300,0,340.25,C Victor Wembanyama F Kawhi Leonard G Cam Thomas PF Oshae Brissett PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Paul George,,,
170,4203207694,kkatamneni0628 (13/20),0,340,C Victor Wembanyama F Oshae Brissett G Cam Thomas PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Paul George,,,
170,4203323718,biggiesmalls11 (13/20),0,340,C Victor Wembanyama F Oshae Brissett G Paul George PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Cam Thomas,,,
170,4204012717,LuckyGuess31 (6/8),0,340,C Victor Wembanyama F Patrick Baldwin Jr. G Cam Thomas PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Paul George,,,
170,4204029312,ImaDonk11 (4/20),0,340,C Victor Wembanyama F Jayson Tatum G Payton Pritchard PF Al Horford PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Cam Thomas,,,
174,4203438159,sbogunovich83 (2/3),0,339.75,C Nic Claxton F Jayson Tatum G Cam Thomas PF Eugene Omoruyi PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Victor Wembanyama,,,
174,4203909735,yungamctheking (15/20),0,339.75,C Victor Wembanyama F Al Horford G Sam Hauser PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Devin Vassell,,,
176,4203384821,hypegotti (6/20),0,339.5,C Richaun Holmes F Paolo Banchero G Sam Hauser PF Moritz Wagner PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Victor Wembanyama,,,
176,4203894608,LazyOrangutan,0,339.5,C Victor Wembanyama F Jayson Tatum G Payton Pritchard PF Jordan Nwora PG Tre Jones SF Sam Hauser SG Gary Trent Jr. UTIL Jontay Porter,,,
176,4203961946,DaDood11 (4/10),0,339.5,C Victor Wembanyama F Eugene Omoruyi G Payton Pritchard PF Jalen Johnson PG Jordan Poole SF Sam Hauser SG Justin Champagnie UTIL Dejounte Murray,,,
179,4203943515,smccarty (5/20),0,339.25,C Richaun Holmes F Jayson Tatum G Gary Trent Jr. PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Jordan Poole UTIL Victor Wembanyama,,,
180,4203943523,smccarty (13/20),0,339,C Richaun Holmes F Jalen Johnson G Payton Pritchard PF Moritz Wagner PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Victor Wembanyama,,,
181,4203534990,Win89Big (11/20),0,338.75,C Victor Wembanyama F Jayson Tatum G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Clint Capela,,,
181,4203722052,dmcol1988 (18/20),0,338.75,C Victor Wembanyama F Jalen Johnson G Payton Pritchard PF Oshae Brissett PG Jordan Poole SF Kawhi Leonard SG Justin Champagnie UTIL Clint Capela,,,
183,4203401382,jdeegs99 (4/20),0,338.5,C Victor Wembanyama F Paul George G Devin Vassell PF Oshae Brissett PG Jordan Poole SF Sam Hauser SG Justin Champagnie UTIL Cam Thomas,,,
183,4203446307,TTH137 (18/20),0,338.5,C Victor Wembanyama F Paul George G Payton Pritchard PF Patrick Baldwin Jr. PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Jordan Poole,,,
183,4203566761,valintino85 (14/16),0,338.5,C Victor Wembanyama F Patrick Baldwin Jr. G Payton Pritchard PF Jayson Tatum PG Jared Butler SF Paul George SG Justin Champagnie UTIL Jordan Poole,,,
183,4203630246,mrdre47 (1/7),0,338.5,C Victor Wembanyama F Paul George G Jordan Poole PF Patrick Baldwin Jr. PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Payton Pritchard,,,
183,4203630248,mrdre47 (3/7),0,338.5,C Victor Wembanyama F Paul George G Jordan Poole PF Patrick Baldwin Jr. PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Payton Pritchard,,,
183,4203630249,mrdre47 (4/7),0,338.5,C Victor Wembanyama F Paul George G Jordan Poole PF Patrick Baldwin Jr. PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Payton Pritchard,,,
183,4203659681,rd7242 (10/13),0,338.5,C Victor Wembanyama F Paul George G Justin Champagnie PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Jordan Poole UTIL Jared Butler,,,
183,4203674413,fonsi1977 (4/10),0,338.5,C Victor Wembanyama F Paul George G Payton Pritchard PF Patrick Baldwin Jr. PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Jared Butler,,,
183,4203908234,B-Ran14 (13/20),0,338.5,C Victor Wembanyama F Paul George G Payton Pritchard PF Patrick Baldwin Jr. PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Jordan Poole,,,
183,4203930209,huskerdoc (19/20),0,338.5,C Victor Wembanyama F Paul George G Payton Pritchard PF Patrick Baldwin Jr. PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Jordan Poole,,,
183,4203945909,Airborntrey (11/20),0,338.5,C Victor Wembanyama F Moritz Wagner G Jrue Holiday PF Jayson Tatum PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Cam Thomas,,,
183,4203971877,robogil (16/20),0,338.5,C Victor Wembanyama F Paul George G Jordan Poole PF Patrick Baldwin Jr. PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Payton Pritchard,,,
195,4203534992,Win89Big (13/20),0,338.25,C Victor Wembanyama F Jayson Tatum G Jrue Holiday PF Oshae Brissett PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Jalen Johnson,,,
195,4203815971,TNeidert (17/20),0,338.25,C Al Horford F Jayson Tatum G Sam Hauser PF Patrick Baldwin Jr. PG Payton Pritchard SF Franz Wagner SG Justin Champagnie UTIL Victor Wembanyama,,,
195,4203845897,InfamouzTuck (17/20),0,338.25,C Victor Wembanyama F Jayson Tatum G Jrue Holiday PF Oshae Brissett PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Jalen Johnson,,,
195,4203922267,blough1992 (14/20),0,338.25,C Victor Wembanyama F Franz Wagner G Cam Thomas PF Oshae Brissett PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Dejounte Murray,,,
195,4203947579,pat41339 (1/8),0,338.25,C Victor Wembanyama F Oshae Brissett G Payton Pritchard PF Jayson Tatum PG Jrue Holiday SF Sam Hauser SG Justin Champagnie UTIL Jalen Johnson,,,
195,4204020212,ImnotNavT (12/20),0,338.25,C Victor Wembanyama F Jayson Tatum G Jrue Holiday PF Oshae Brissett PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Jalen Johnson,,,
201,4203567674,JJWATTSUP (4/6),0,338,C Jontay Porter F Jalen Johnson G Sam Hauser PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Victor Wembanyama,,,
201,4203646146,Irre (11/20),0,338,C Victor Wembanyama F Oshae Brissett G Cam Thomas PF Patrick Baldwin Jr. PG Payton Pritchard SF Kawhi Leonard SG Sam Hauser UTIL Paul George,,,
201,4203913040,antrho1223 (14/15),0,338,C Victor Wembanyama F Patrick Baldwin Jr. G Paul George PF Oshae Brissett PG Payton Pritchard SF Sam Hauser SG Cam Thomas UTIL Kawhi Leonard,,,
201,4203959003,TJZwarych (20/20),0,338,C Victor Wembanyama F Oshae Brissett G Paul George PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Cam Thomas UTIL Kawhi Leonard,,,
205,4203947595,PopFlyBoy (3/6),0,337.75,C Victor Wembanyama F Moritz Wagner G Paul George PF Al Horford PG Jordan Poole SF Sam Hauser SG Justin Champagnie UTIL Jalen Johnson,,,
206,4203386898,jdeegs99 (1/20),0,337.5,C Victor Wembanyama F Keldon Johnson G Payton Pritchard PF Oshae Brissett PG Jordan Poole SF Kawhi Leonard SG Sam Hauser UTIL Cam Thomas,,,
206,4203448962,jroc0320 (1/20),0,337.5,C Victor Wembanyama F Jalen Johnson G Sam Hauser PF Corey Kispert PG Payton Pritchard SF Paul George SG Gary Trent Jr. UTIL Justin Champagnie,,,
206,4203970782,opleasebelieveit1,0,337.5,C Victor Wembanyama F Corey Kispert G Justin Champagnie PF Jalen Johnson PG Payton Pritchard SF Paul George SG Sam Hauser UTIL Gary Trent Jr.,,,
209,4203309832,rotomwash (2/7),0,337.25,C Victor Wembanyama F Jayson Tatum G Dejounte Murray PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Oshae Brissett,,,
209,4203444274,greeniemeanies,0,337.25,C Victor Wembanyama F Patrick Baldwin Jr. G Dejounte Murray PF Oshae Brissett PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Jayson Tatum,,,
209,4203687633,RealTr3y (5/20),0,337.25,C Richaun Holmes F Jalen Johnson G Cam Thomas PF Paolo Banchero PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Victor Wembanyama,,,
209,4203844964,jpmad,0,337.25,C Victor Wembanyama F Oshae Brissett G Justin Champagnie PF Jalen Johnson PG Jordan Poole SF Franz Wagner SG Sam Hauser UTIL Devin Vassell,,,
209,4203930696,dabchsx28 (2/2),0,337.25,C Victor Wembanyama F Jayson Tatum G Dennis Smith Jr. PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Dennis Schroder UTIL Gary Trent Jr.,,,
209,4203970234,EricX (6/20),0,337.25,C Victor Wembanyama F Jalen Johnson G Justin Champagnie PF Oshae Brissett PG Jordan Poole SF Franz Wagner SG Sam Hauser UTIL Devin Vassell,,,
215,4203422726,haynes03 (2/2),0,337,C Victor Wembanyama F Paolo Banchero G Payton Pritchard PF Oshae Brissett PG Jordan Poole SF Sam Hauser SG Justin Champagnie UTIL Kawhi Leonard,,,
215,4204006510,miked_666 (2/5),0,337,C Victor Wembanyama F Paolo Banchero G Jordan Poole PF Oshae Brissett PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Kawhi Leonard,,,
217,4203293149,bama2448 (2/2),0,336.75,C Victor Wembanyama F Oshae Brissett G Jordan Poole PF Paolo Banchero PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Patrick Baldwin Jr.,,,
217,4203353971,juliog23 (5/20),0,336.75,C Victor Wembanyama F Patrick Baldwin Jr. G Jordan Poole PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Paolo Banchero,,,
217,4203356583,rwalker1 (8/10),0,336.75,C Victor Wembanyama F Jalen Johnson G Payton Pritchard PF Oshae Brissett PG Immanuel Quickley SF Sam Hauser SG Justin Champagnie UTIL Paul George,,,
217,4203361193,phillybooyea (19/20),0,336.75,C Victor Wembanyama F Patrick Baldwin Jr. G Payton Pritchard PF Paolo Banchero PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Oshae Brissett,,,
217,4203393991,rayders83 (3/6),0,336.75,C Victor Wembanyama F Oshae Brissett G Jordan Poole PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Paolo Banchero,,,
217,4203547015,dang_ling (2/9),0,336.75,C Victor Wembanyama F Patrick Baldwin Jr. G Jordan Poole PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Paolo Banchero,,,
217,4203615335,DomingoSalvajeS (14/20),0,336.75,C Victor Wembanyama F Patrick Baldwin Jr. G Justin Champagnie PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Jordan Poole UTIL Paolo Banchero,,,
217,4203672941,joe2dwight (1/5),0,336.75,C Victor Wembanyama F Paolo Banchero G Jordan Poole PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Patrick Baldwin Jr.,,,
217,4203686705,mjeffreys,0,336.75,C Victor Wembanyama F Patrick Baldwin Jr. G Justin Champagnie PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Jordan Poole UTIL Paolo Banchero,,,
217,4203718883,sib1906,0,336.75,C Victor Wembanyama F Oshae Brissett G Justin Champagnie PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Jordan Poole UTIL Paolo Banchero,,,
